Results for 108th Congress,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,congress,Results for 109th Congress,Results for 110th Congress,Results for 111th Congress,Results for 112th Congress,Results for 113th Congress,Results for 114th Congress,Results for 115th Congress,Results for 116th Congress,Results for 117th Congress,Results for 118th Congress,education_category,party_simplified,gender_simplified,education_ordered
,Mark,E.,,,11/08/1964,,2,U.S. Representative,Republican,TN,7,01/20/2019,01/03/2025,Christian,White,Professional degree,,,,,,,,,118,,,,,,,,,,Green,Unknown,Republican,Male,Unknown
,Marjorie,Taylor,,,05/27/1974,,1,U.S. Representative,Republican,GA,,01/03/2021,01/03/2025,Christian,Not specified,Bachelor's degree,,,,,,,,,118,,,,,,,,,,Greene,Unknown,Republican,Female,Unknown
,Marjorie,Taylor,,,05/27/1974,,1,U.S. Representative,Republican,GA,14,01/03/2021,01/03/2025,Christian,Not specified,Bachelor's degree,,,,,,,,,118,,,,,,,,,,Greene,Unknown,Republican,Male,Unknown
,H.,Morgan,,,03/15/1958,,2,U.S. Representative,Republican,VA,9,01/20/2011,01/03/2025,Protestant,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Griffith,Unknown,Republican,Female,Unknown
,Raúl,Manuel,,,02/19/1948,,2,U.S. Representative,Democrat,AZ,3,01/20/2013,01/03/2025,Roman Catholic,Hispanic,Bachelor's degree,Education,,,,,Did not serve,,,118,,,,,,,,,,Grijalva,Unknown,Democrat,Male,Unknown
,Glenn,,,,07/03/1955,,2,U.S. Representative,Republican,WI,6,01/20/2015,01/03/2025,Lutheran,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Grothman,Unknown,Republican,Male,Unknown
,Michael,Patrick,,,02/04/1970,,2,U.S. Representative,Republican,MS,3,01/20/2019,01/03/2025,Southern Baptist,White,Professional degree,,,,,,,,,118,,,,,,,,,,Guest,Unknown,Republican,Female,Unknown
,Brett,,,,02/18/1964,,2,U.S. Representative,Republican,KY,2,01/20/2009,01/03/2025,Church of Christ,White,Master's degree,Business or banking,,,,,Army,Army Reserve,,118,,,,,,,,,,Guthrie,Unknown,Republican,Male,Unknown
,Harriet,Maxine,,,10/18/1962,,4,U.S. Representative,Republican,WY,AL,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Hageman,Unknown,Republican,Male,Unknown
,Bill,,,,08/14/1959,,2,U.S. Senator,Republican,TN,,01/03/2021,01/03/2027,Episcopalian,Not specified,Professional degree,,,,,,,,,118,,,,,,,,,,Hagerty,Unknown,Republican,Male,Unknown
,Josh,,,,08/01/1986,,2,U.S. Representative,Democrat,CA,10,01/20/2019,01/03/2025,Christian,White,Master's degree,,,,,,,,,118,,,,,,,,,,Harder,Unknown,Democrat,Male,Unknown
,Andy,,,,01/25/1957,,2,U.S. Representative,Republican,MD,1,01/20/2011,01/03/2025,Roman Catholic,White,Professional degree,Medicine,,,,,U.S. Naval Reserve Medical Corps; Active service d,,,118,,,,,,,,,,Harris,Unknown,Republican,Male,Unknown
,Kamala,,,,10/20/1964,,1,U.S. Vice President,Democrat,,,01/20/2021,02/20/2025,Baptist,African American,Professional degree,Law,,,,,,,,118,,,,,,,,,,Harris,Unknown,Democrat,Male,Unknown
,Diana,,,,01/01/1960,,1,U.S. Representative,Republican,TN,1,01/03/2021,01/03/2025,Baptist,Not specified,Doctorate degree,,,,,,,,,118,,,,,,,,,,Harshbarger,Unknown,Republican,Male,Unknown
,Maggie,,,,02/27/1958,,1,U.S. Senator,Democrat,NH,,01/20/2017,01/03/2029,United Church of Christ,White,Professional degree,Law,,,,,,,,118,,,,,,,,,,Hassan,Unknown,Democrat,Male,Unknown
,Josh,,,,12/31/1979,,2,U.S. Senator,Republican,MO,,01/20/2019,01/03/2025,Evangelical Protestant,White,Professional degree,,,,,,,,,118,,,,,,,,,,Hawley,Unknown,Republican,Male,Unknown
,Jahana,,,,03/08/1973,,1,U.S. Representative,Democrat,CT,5,01/20/2019,01/03/2025,Methodist,African American,Master's degree,,,,,,,,,118,,,,,,,,,,Hayes,Unknown,Democrat,Male,Unknown
,Martin,,,,10/17/1971,,2,U.S. Senator,Democrat,NM,,01/20/2013,01/03/2025,Lutheran,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,118,,,,,,,,,,Heinrich,Unknown,Democrat,Male,Unknown
,Kevin,,,,12/04/1961,,2,U.S. Representative,Republican,OK,1,11/13/2018,01/03/2025,Evangelical,White,Master's degree,Business or banking,,,,,,,,118,,,,,,,,,,Hern,Unknown,Republican,Female,Unknown
,John,W.,,,02/07/1952,,2,U.S. Senator,Democrat,CO,,01/03/2021,01/03/2027,Episcopalian,White,Master's degree,,,,,,,,,118,,,,,,,,,,Hickenlooper,Unknown,Democrat,Male,Unknown
,Brian,M.,,,10/06/1959,,2,U.S. Representative,Democrat,NY,26,01/20/2013,01/03/2025,Roman Catholic,White,Master's degree,Public service/politics,,,,,Did not serve,,,118,,,,,,,,,,Higgins,Unknown,Democrat,Male,Unknown
,Clay,,,,08/24/1961,,2,U.S. Representative,Republican,LA,3,01/20/2017,01/03/2025,Christian,White,High School graduate,Business or banking,Law Enforcement,,,,Louisiana National Guard and Army,,,118,,,,,,,,,,Higgins,Unknown,Republican,Male,Unknown
,French,,,,12/05/1956,,2,U.S. Representative,Republican,AR,2,01/20/2015,01/03/2025,Roman Catholic,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,,118,,,,,,,,,,Hill,Unknown,Republican,Male,Unknown
,James,A,,Jim,07/05/1966,,2,U.S. Representative,Democrat,CT,4,01/20/2009,01/03/2025,Presbyterian,White,Master's degree,Business or banking,,,,,Did not serve,,,118,,,,,,,,,,Himes,Unknown,Democrat,Male,Unknown
,Ashley,,,,06/27/1983,,1,U.S. Representative,Republican,IA,1,01/03/2021,01/03/2025,Christian,Not specified,Bachelor's degree,,,,,,,,,118,,,,,,,,,,Hinson,Unknown,Republican,Male,Unknown
,Mazie,K.,,,11/03/1947,,1,U.S. Senator,Democrat,HI,,01/20/2013,01/03/2025,Buddhist,Asian American,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Hirono,Unknown,Democrat,Male,Unknown
,John,,,,03/13/1957,,2,U.S. Senator,Republican,ND,,01/20/2011,01/03/2029,Roman Catholic,White,Master's degree,Business or banking,,,,,Did not serve,,,118,,,,,,,,,,Hoeven,Unknown,Republican,Female,Unknown
,Steven,,,,04/29/1973,,2,U.S. Representative,Democrat,NV,4,01/20/2019,01/03/2025,Baptist,African American,High School graduate,Public service/politics,,,,,Did not serve,,,118,,,,,,,,,,Horsford,Unknown,Democrat,Male,Unknown
,Erin,,,,09/24/1976,,4,U.S. Representative,Republican,IN,9,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Houchin,Unknown,Republican,Male,Unknown
,Chrissy,,,,06/05/1967,,1,U.S. Representative,Democrat,PA,6,01/20/2019,01/03/2025,Not specified,White,Master's degree,,,,,,,,,118,,,,,,,,,,Houlahan,Unknown,Democrat,Male,Unknown
,Steny,Hamilton,,,06/14/1939,,2,U.S. Representative,Democrat,MD,5,05/19/1981,01/03/2025,Baptist,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Hoyer,Unknown,Democrat,Male,Unknown
,Val,,,,02/14/1964,,4,U.S. Representative,Democrat,OR,4,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Hoyle,Unknown,Democrat,Male,Unknown
,Richard,,,,11/04/1971,,2,U.S. Representative,Republican,NC,8,01/20/2013,01/03/2025,Christian,White,Bachelor's degree,Business or banking,Congressional Aide,Public service/politics,,,Did not serve,,,118,,,,,,,,,,Hudson,Unknown,Republican,Male,Unknown
,Jared,,,,02/18/1964,,2,U.S. Representative,Democrat,CA,2,01/20/2013,01/03/2025,Humanist,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Huffman,Unknown,Democrat,Female,Unknown
,Bill,,,,01/31/1969,,2,U.S. Representative,Republican,MI,2,01/20/2011,01/03/2025,Christian Reformed,White,Bachelor's degree,Real Estate,,,,,Did not serve,,,118,,,,,,,,,,Huizenga,Unknown,Republican,Male,Unknown
,Wesley,,,,11/13/1981,,4,U.S. Representative,Republican,TX,38,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Hunt,Unknown,Republican,Female,Unknown
,Cindy,,,,05/10/1958,,1,U.S. Senator,Republican,MS,,04/09/2018,01/03/2027,Baptist,White,Bachelor's degree,Agriculture,,,,,,,,118,,,,,,,,,,Hyde-Smith,Unknown,Republican,Male,Unknown
,James,Mountain,,,11/17/1934,,2,U.S. Senator,Republican,OK,,11/16/1994,01/03/2023,Presbyterian,White,Bachelor's degree,Business or banking,Public service/politics,Real Estate,,,Army,,,118,,,,,,,,,,Inhofe,Unknown,Republican,Male,Unknown
,Darrell,,,,11/01/1953,,2,U.S. Representative,Republican,CA,48,01/03/2021,01/03/2025,Greek Orthodox,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,118,,,,,,,,,,Issa,Unknown,Republican,Male,Unknown
,Glenn,,,,02/27/1961,,4,U.S. Representative,Democrat,MD,4,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Ivey,Unknown,Democrat,Male,Unknown
,Jeffrey,Neale,,Jeff,09/12/1982,,2,U.S. Representative,Democrat,NC,14,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Jackson,Unknown,Democrat,Male,Unknown
,Jonathan,Luther,,,01/07/1966,,2,U.S. Representative,Democrat,IL,1,01/03/2023,01/03/2025,Not specified,African American,Unknown,,,,,,,,,118,,,,,,,,,,Jackson,Unknown,Democrat,Male,Unknown
,Ronny,,,,05/04/1967,,2,U.S. Representative,Republican,TX,13,01/03/2021,01/03/2025,Church of Christ,Not specified,Professional degree,,,,,,,,,118,,,,,,,,,,Jackson,Unknown,Republican,Male,Unknown
,Sheila,,,,01/12/1950,07/19/2024,1,U.S. Representative,Democrat,TX,18,01/03/1995,07/19/2024,Seventh-Day Adventist,African American,Professional degree,Congressional Aide,Law,Public service/politics,,,Did not serve,,,118,,,,,,,,,,Jackson-Lee,Unknown,Democrat,Male,Unknown
,Sara,,,,02/01/1989,,1,U.S. Representative,Democrat,CA,53,01/03/2021,01/03/2025,Jewish,Not specified,Master's degree,,,,,,,,,118,,,,,,,,,,Jacobs,Unknown,Democrat,Male,Unknown
,John,,,,06/08/1981,,4,U.S. Representative,Republican,MI,10,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,James,Unknown,Republican,Female,Unknown
,Pramila,,,,09/21/1965,,1,U.S. Representative,Democrat,WA,7,01/20/2017,01/03/2025,Not specified,Asian American,Master's degree,Public service/politics,,,,,,,,118,,,,,,,,,,Jayapal,Unknown,Democrat,Male,Unknown
,Hakeem,,,,08/04/1970,,2,U.S. Representative,Democrat,NY,8,01/20/2013,01/03/2025,Baptist,African American,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Jeffries,Unknown,Democrat,Female,Unknown
,Bill,,,,11/10/1954,,2,U.S. Representative,Republican,OH,6,01/20/2011,01/21/2024,Protestant,White,Master's degree,Business or banking,,,,,U.S. Air Force,,,118,,,,,,,,,,Johnson,Unknown,Republican,Male,Unknown
,Dusty,,,,09/30/1976,,2,U.S. Representative,Republican,SD,AL,01/20/2019,01/03/2025,Christian,White,Master's degree,,,,,,,,,118,,,,,,,,,,Johnson,Unknown,Republican,Male,Unknown
,Henry,,Jr.,Hank,10/02/1954,,2,U.S. Representative,Democrat,GA,4,01/20/2007,01/03/2025,Buddhist,African American,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Johnson,Unknown,Democrat,Male,Unknown
,Mike,,,,01/30/1972,,2,U.S. Representative,Republican,LA,4,01/20/2017,01/03/2025,Southern Baptist,White,Professional degree,Law,,,,,,,,118,,,,,,,,,,Johnson,Unknown,Republican,Male,Unknown
,Ron,,,,04/08/1955,,2,U.S. Senator,Republican,WI,,01/03/2011,01/03/2029,Lutheran,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,118,,,,,,,,,,Johnson,Unknown,Republican,Male,Unknown
,Jim,,,,02/17/1964,,2,U.S. Representative,Republican,OH,4,01/20/2007,01/03/2025,Christian,White,Professional degree,Sports,,,,,Did not serve,,,118,,,,,,,,,,Jordan,Unknown,Republican,Female,Unknown
,David,,,,03/17/1957,,2,U.S. Representative,Republican,OH,14,01/20/2013,01/03/2025,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Joyce,Unknown,Republican,Male,Unknown
,John,,,,02/08/1957,,2,U.S. Representative,Republican,PA,13,01/20/2019,01/03/2025,Roman Catholic,White,Professional degree,,,,,,,,,118,,,,,,,,,,Joyce,Unknown,Republican,Male,Unknown
,Tim,,,,02/26/1958,,2,U.S. Senator,Democrat,VA,,01/20/2013,01/03/2025,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Kaine,Unknown,Democrat,Male,Unknown
,Sydney,,,,07/20/1972,,4,U.S. Representative,Democrat,CA,37,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Kamlager-Dove,Unknown,Democrat,Male,Unknown
,Marcia,Carolyn,,Marcy,06/17/1946,,1,U.S. Representative,Democrat,OH,9,01/03/1983,01/03/2025,Roman Catholic,White,Master's degree,Public service/politics,,,,,Did not serve,,,118,,,,,,,,,,Kaptur,Unknown,Democrat,Male,Unknown
,Thomas,H.,Jr.,,09/05/1968,,2,U.S. Representative,Republican,NJ,7,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Kean,Unknown,Republican,Female,Unknown
,William,R.,,Bill,09/06/1952,,2,U.S. Representative,Democrat,MA,9,01/20/2013,01/03/2025,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Keating,Unknown,Democrat,Male,Unknown
,Mark,Edward,,,02/21/1964,,2,U.S. Senator,Democrat,AZ,,12/02/2020,01/03/2029,Roman Catholic,White,Master's degree,,,,,,,,,118,,,,,,,,,,Kelly,Unknown,Democrat,Male,Unknown
,Mike,,,,05/10/1948,,2,U.S. Representative,Republican,PA,16,01/20/2019,01/03/2025,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,118,,,,,,,,,,Kelly,Unknown,Republican,Male,Unknown
,Robin,,,,04/30/1956,,1,U.S. Representative,Democrat,IL,2,04/09/2013,01/03/2025,Nondenominational,African American,Doctorate degree,Public service/politics,,,,,,,,118,,,,,,,,,,Kelly,Unknown,Democrat,Male,Unknown
,Trent,,,,03/06/1966,,2,U.S. Representative,Republican,MS,1,06/02/2015,01/03/2025,Christian,White,Professional degree,Law,,,,,Miss. National Guard,,,118,,,,,,,,,,Kelly,Unknown,Republican,Male,Unknown
,John,,,,11/21/1951,,2,U.S. Senator,Republican,LA,,01/20/2017,01/03/2029,United Methodist,White,Professional degree,Law,Public service/politics,,,,,,,118,,,,,,,,,,Kennedy,Unknown,Republican,Male,Unknown
,Timothy,M.,,Tim,10/20/1976,,2,U.S. Representative,Democrat,NY,26,05/06/2024,01/03/2025,Roman Catholic,White,Master's degree,,,,,,,,,118,,,,,,,,,,Kennedy,Unknown,Democrat,Female,Unknown
,Ro,,,,09/13/1976,,2,U.S. Representative,Democrat,CA,17,01/20/2017,01/03/2025,Hindu,Asian American,Professional degree,Law,,,,,,,,118,,,,,,,,,,Khanna,Unknown,Democrat,Male,Unknown
,Jennifer,A.,,,06/18/1971,,4,U.S. Representative,Republican,VA,2,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Kiggans,Unknown,Republican,Male,Unknown
,Dan,,,,08/11/1958,,2,U.S. Representative,Democrat,MI,5,01/20/2013,01/03/2025,Roman Catholic,White,Bachelor's degree,Misc.,,,,,Did not serve,,,118,,,,,,,,,,Kildee,Unknown,Democrat,Male,Unknown
,Kevin,,,,01/30/1985,,4,U.S. Representative,Republican,CA,3,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Kiley,Unknown,Republican,Male,Unknown
,Derek,,,,01/01/1974,,2,U.S. Representative,Democrat,WA,6,01/20/2013,01/03/2025,Methodist,White,Doctorate degree,Business or banking,Public service/politics,,,,Did not serve,,,118,,,,,,,,,,Kilmer,Unknown,Democrat,Male,Unknown
,Andrew,,,Andy,07/12/1982,,2,U.S. Representative,Democrat,NJ,3,01/20/2019,01/03/2025,Presbyterian,Asian American,Doctorate degree,,,,,,,,,118,,,,,,,,,,Kim,Unknown,Democrat,Male,Unknown
,Young,,,,10/18/1962,,1,U.S. Representative,Republican,CA,39,01/03/2021,01/03/2025,Not specified,African American,Bachelor's degree,,,,,,,,,118,,,,,,,,,,Kim,Unknown,Republican,Male,Unknown
,Angus,,Jr.,,03/31/1944,,2,U.S. Senator,Independent,ME,,01/20/2013,01/03/2025,Episcopalian,White,Professional degree,Business or banking,Congressional Aide,Law,,,Did not serve,,,118,,,,,,,,,,King,Unknown,Other,Female,Unknown
,Amy,,,,05/25/1960,,1,U.S. Senator,Democrat,MN,,01/20/2007,01/03/2025,Congregationalist,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Klobuchar,Unknown,Democrat,Female,Unknown
,Raja,,,,07/19/1974,,2,U.S. Representative,Democrat,IL,8,01/20/2017,01/03/2025,Hindu,Asian American,Professional degree,Engineering,,,,,,,,118,,,,,,,,,,Krishnamoorthi,Unknown,Democrat,Male,Unknown
,Ann,McLane,,,09/05/1956,,1,U.S. Representative,Democrat,NH,2,01/20/2013,01/03/2025,Christian,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,,118,,,,,,,,,,Kuster,Unknown,Democrat,Male,Unknown
,David,,,,10/08/1966,,2,U.S. Representative,Republican,TN,8,01/20/2017,01/03/2025,Jewish,White,Professional degree,Law,,,,,,,,118,,,,,,,,,,Kustoff,Unknown,Republican,Male,Unknown
,Darin,,,,07/05/1968,,2,U.S. Representative,Republican,IL,18,09/10/2015,01/03/2025,Roman Catholic,White,Professional degree,Law,,,,,,,,118,,,,,,,,,,LaHood,Unknown,Republican,Female,Unknown
,Nicholas,J.,,Nick,06/23/1978,,4,U.S. Representative,Republican,NY,1,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,LaLota,Unknown,Republican,Female,Unknown
,Doug,,,,07/02/1960,,2,U.S. Representative,Republican,CA,1,01/20/2013,01/03/2025,Christian,White,Bachelor's degree,Agriculture,,,,,Did not serve,,,118,,,,,,,,,,LaMalfa,Unknown,Republican,Male,Unknown
,Doug,,,,05/24/1954,,2,U.S. Representative,Republican,CO,5,01/20/2007,01/03/2025,Christian,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Lamborn,Unknown,Republican,Female,Unknown
,Greg,,,,12/04/1976,,4,U.S. Representative,Democrat,OH,1,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Landsman,Unknown,Democrat,Male,Unknown
,Nicholas,A.,,,02/27/1981,,4,U.S. Representative,Republican,NY,23,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Langworthy,Unknown,Republican,Male,Unknown
,James,,,,03/04/1968,,2,U.S. Senator,Republican,OK,,01/20/2015,01/03/2029,Baptist,White,Master's degree,Clergy,,,,,Did not serve,,,118,,,,,,,,,,Lankford,Unknown,Republican,Male,Unknown
,Rick,,,,06/15/1965,,2,U.S. Representative,Democrat,WA,2,01/20/2001,01/03/2025,Methodist,White,Master's degree,Business or banking,,,,,Did not serve,,,118,,,,,,,,,,Larsen,Unknown,Democrat,Male,Unknown
,John,B.,,,07/22/1948,,2,U.S. Representative,Democrat,CT,1,01/20/1999,01/03/2025,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,118,,,,,,,,,,Larson,Unknown,Democrat,Male,Unknown
,Robert,E.,,Bob,04/18/1956,,2,U.S. Representative,Republican,OH,5,12/13/2007,01/03/2025,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Latta,Unknown,Republican,Male,Unknown
,Jake,,,,02/17/1988,,2,U.S. Representative,Republican,KS,2,01/03/2021,01/03/2025,Roman Catholic,Not specified,Bachelor's degree,,,,,,,,,118,,,,,,,,,,LaTurner,Unknown,Republican,Male,Unknown
,Michael,,,,09/09/1986,,4,U.S. Representative,Republican,NY,17,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Lawler,Unknown,Republican,Male,Unknown
,Barbara,,,,07/16/1946,,1,U.S. Representative,Democrat,CA,13,01/20/2013,01/03/2025,Baptist,African American,Master's degree,Congressional Aide,Public service/politics,,,,Did not serve,,,118,,,,,,,,,,Lee,Unknown,Democrat,Female,Unknown
,Laurel,M.,,,03/26/1974,,1,U.S. Representative,Republican,FL,15,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Lee,Unknown,Republican,Female,Unknown
,Mike,,,,06/04/1971,,2,U.S. Senator,Republican,UT,,01/20/2011,01/03/2029,Mormon,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Lee,Unknown,Republican,Male,Unknown
,Summer,Lynn,,,11/26/1987,,1,U.S. Representative,Democrat,PA,12,01/03/2023,01/03/2025,Not specified,African American,Unknown,,,,,,,,,118,,,,,,,,,,Lee,Unknown,Democrat,Male,Unknown
,Susie,,,,11/07/1966,,1,U.S. Representative,Democrat,NV,3,01/20/2019,01/03/2025,Roman Catholic,White,Master's degree,,,,,,,,,118,,,,,,,,,,Lee,Unknown,Democrat,Female,Unknown
,Erica,,,,02/02/1980,,1,U.S. Representative,Democrat,TX,18,11/12/2024,01/03/2025,Protestant,African American,Master's degree,Education,Misc.,,,,,,,118,,,,,,,,,,Lee Carter,Unknown,Democrat,Male,Unknown
,Teresa,,,,07/01/1959,,1,U.S. Representative,Democrat,NM,3,01/03/2021,01/03/2025,Roman Catholic,Not specified,Professional degree,,,,,,,,,118,,,,,,,,,,Leger Fernandez,Unknown,Democrat,Female,Unknown
,Debbie,,,,11/14/1958,,1,U.S. Representative,Republican,AZ,8,05/07/2018,01/03/2025,Baptist,White,Bachelor's degree,Construction/building trades,,,,,,,,118,,,,,,,,,,Lesko,Unknown,Republican,Female,Unknown
,Julia,,,,03/16/1981,,1,U.S. Representative,Republican,LA,5,04/14/2021,01/03/2025,Presbyterian,Not specified,Doctorate degree,,,,,,,,,118,,,,,,,,,,Letlow,Unknown,Republican,Female,Unknown
,Mike,,,,10/20/1978,,2,U.S. Representative,Democrat,CA,49,01/20/2019,01/03/2025,Roman Catholic,White,Professional degree,,,,,,,,,118,,,,,,,,,,Levin,Unknown,Democrat,Male,Unknown
,Ted,,,,03/29/1969,,2,U.S. Representative,Democrat,CA,33,01/20/2015,01/03/2025,Roman Catholic,Asian American,Professional degree,Law,,,,,Air Force,Air Force Reserve,,118,,,,,,,,,,Lieu,Unknown,Democrat,Male,Unknown
,Zoe,,,,12/21/1947,,1,U.S. Representative,Democrat,CA,19,01/20/2013,01/03/2025,Protestant,White,Professional degree,Education,Law,Public service/politics,,,Did not serve,,,118,,,,,,,,,,Lofgren,Unknown,Democrat,Male,Unknown
,Greg,,,,06/07/1964,,2,U.S. Representative,Republican,CO,4,07/08/2024,01/03/2025,Christian,Hispanic,Associate degree,Business or banking,Public service/politics,,,,,,,118,,,,,,,,,,Lopez,Unknown,Republican,Male,Unknown
,Barry,,,,12/22/1963,,2,U.S. Representative,Republican,GA,11,01/20/2015,01/03/2025,Baptist,White,Bachelor's degree,Computers/technology,Construction/building trades,,,,Air Force,,,118,,,,,,,,,,Loudermilk,Unknown,Republican,Female,Unknown
,Frank,Dean,,,01/06/1960,,2,U.S. Representative,Republican,OK,3,01/20/2003,01/03/2025,Baptist,White,Bachelor's degree,Agriculture,,,,,Did not serve,,,118,,,,,,,,,,Lucas,Unknown,Republican,Male,Unknown
,Blaine,,,,05/07/1952,,2,U.S. Representative,Republican,MO,3,01/20/2013,01/03/2025,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,118,,,,,,,,,,Luetkemeyer,Unknown,Republican,Male,Unknown
,Ben,R.,,,06/07/1972,,2,U.S. Senator,Democrat,NM,,01/03/2021,01/03/2027,Roman Catholic,Hispanic,Bachelor's degree,Public service/politics,,,,,Did not serve,,,118,,,,,,,,,,Luján,Unknown,Democrat,Male,Unknown
,Cynthia,,,,09/10/1954,,1,U.S. Senator,Republican,WY,,01/03/2021,01/03/2027,Lutheran,White,Professional degree,Law,,,,,Did not serve,,,118,,,,,,,,,,Lummis,Unknown,Republican,Female,Unknown
,Anna Paulina,,,,05/06/1989,,4,U.S. Representative,Republican,FL,13,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Luna,Unknown,Republican,Male,Unknown
,Morgan,,,,11/07/1975,,4,U.S. Representative,Republican,TX,8,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Luttrell,Unknown,Republican,Male,Unknown
,Stephen,F.,,,03/31/1955,,2,U.S. Representative,Democrat,MA,8,01/20/2013,01/03/2025,Roman Catholic,White,Professional degree,Law,Misc.,,,,Did not serve,,,118,,,,,,,,,,Lynch,Unknown,Democrat,Male,Unknown
,Nancy,,,,12/04/1977,,1,U.S. Representative,Republican,SC,1,01/03/2021,01/03/2025,Christian,Not specified,Master's degree,,,,,,,,,118,,,,,,,,,,Mace,Unknown,Republican,Female,Unknown
,Seth,,,,07/22/1983,,4,U.S. Representative,Democrat,RI,2,01/03/2023,01/03/2025,Not specified,Not specified,Unknown,,,,,,,,,118,,,,,,,,,,Magaziner,Unknown,Democrat,Female,Unknown
,Nicole,,,,11/11/1980,,1,U.S. Representative,Republican,NY,11,01/03/2021,01/03/2025,Greek Orthodox,Hispanic,Master's degree,,,,,,,,,118,,,,,,,,,,Malliotakis,Unknown,Republican,Male,Unknown
,Celeste,,,,05/21/1981,,1,U.S. Representative,Republican,UT,2,11/28/2023,01/03/2025,Mormon,Not specified,Doctorate degree,Agriculture,Congressional Aide,Law,,,,,,118,,,,,,,,,,Maloy,Unknown,Republican,Male,Unknown
,Joe,,III,,08/24/1947,,2,U.S. Senator,Democrat,WV,,01/20/2013,01/03/2025,Roman Catholic,White,Bachelor's degree,Misc.,,,,,Did not serve,,,118,,,,,,,,,,Manchin,Unknown,Democrat,Male,Unknown
,Tracey,,,,12/17/1976,,2,U.S. Representative,Republican,KS,1,01/03/2021,01/03/2025,Evangelical,Not specified,Bachelor's degree,,,,,,,,,118,,,,,,,,,,Mann,Unknown,Republican,Male,Unknown
,Kathy,E.,,,12/03/1956,,1,U.S. Representative,Democrat,NC,6,01/03/2021,01/03/2025,Jewish,Not specified,Professional degree,,,,,,,,,118,,,,,,,,,,Manning,Unknown,Democrat,Female,Unknown
