Results for 108th Congress,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,congress,Results for 109th Congress,Results for 110th Congress,Results for 111th Congress,Results for 112th Congress,Results for 113th Congress,Results for 114th Congress,Results for 115th Congress,Results for 116th Congress,Results for 117th Congress,Results for 118th Congress
,Bill,,,,01/31/1969,,2,U.S. Representative,Republican,MI,2,01/20/2011,01/03/2025,Christian Reformed,White,Bachelor's degree,Real Estate,,,,,Did not serve,,,115,,,,,,,Huizenga,,,
,Randy,,,,03/01/1966,,2,U.S. Representative,Republican,IL,14,01/03/2011,01/03/2019,Protestant,White,Doctorate degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Hultgren,,,
,Duncan,Duane,,,12/07/1976,,2,U.S. Representative,Republican,CA,50,01/03/2013,01/13/2020,Protestant,White,Bachelor's degree,Real Estate,,,,,Marine Corps,Marine Corps Reserve,,115,,,,,,,Hunter,,,
,Will,,,,08/19/1977,,2,U.S. Representative,Republican,TX,23,01/03/2015,01/03/2021,Christian,African American,Bachelor's degree,Computers/technology,Public service/politics,,,,Did not serve,,,115,,,,,,,Hurd,,,
,Cindy,,,,05/10/1958,,1,U.S. Senator,Republican,MS,,04/09/2018,01/03/2027,Baptist,White,Bachelor's degree,Agriculture,,,,,,,,115,,,,,,,Hyde-Smith,,,
,James,Mountain,,,11/17/1934,,2,U.S. Senator,Republican,OK,,11/16/1994,01/03/2023,Presbyterian,White,Bachelor's degree,Business or banking,Public service/politics,Real Estate,,,Army,,,115,,,,,,,Inhofe,,,
,Johnny,,,,12/24/1944,,2,U.S. Senator,Republican,GA,,01/03/2005,12/31/2019,Methodist,White,Bachelor's degree,Real Estate,,,,,Did not serve,,,115,,,,,,,Isakson,,,
,Darrell,,,,11/01/1953,,2,U.S. Representative,Republican,CA,49,01/03/2003,01/03/2019,Greek Orthodox,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Issa,,,
,Sheila,,,,01/12/1950,07/19/2024,1,U.S. Representative,Democrat,TX,18,01/03/1995,07/19/2024,Seventh-Day Adventist,African American,Professional degree,Congressional Aide,Law,Public service/politics,,,Did not serve,,,115,,,,,,,Jackson-Lee,,,
,Pramila,,,,09/21/1965,,1,U.S. Representative,Democrat,WA,7,01/20/2017,01/03/2025,Not specified,Asian American,Master's degree,Public service/politics,,,,,,,,115,,,,,,,Jayapal,,,
,Hakeem,,,,08/04/1970,,2,U.S. Representative,Democrat,NY,8,01/20/2013,01/03/2025,Baptist,African American,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Jeffries,,,
,Evan,,,,09/12/1960,,2,U.S. Representative,Republican,WV,3,01/03/2015,01/03/2019,Presbyterian,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,115,,,,,,,Jenkins,,,
,Lynn,,,,06/10/1963,,1,U.S. Representative,Republican,KS,2,01/06/2009,01/03/2019,United Methodist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Jenkins,,,
,Bill,,,,11/10/1954,,2,U.S. Representative,Republican,OH,6,01/20/2011,01/21/2024,Protestant,White,Master's degree,Business or banking,,,,,U.S. Air Force,,,115,,,,,,,Johnson,,,
,Eddie,Bernice,,,12/03/1935,,1,U.S. Representative,Democrat,TX,30,01/03/1993,01/03/2023,Baptist,African American,Master's degree,Business or banking,Misc.,,,,Did not serve,,,115,,,,,,,Johnson,,,
,Henry,,Jr.,Hank,10/02/1954,,2,U.S. Representative,Democrat,GA,4,01/20/2007,01/03/2025,Buddhist,African American,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Johnson,,,
,Mike,,,,01/30/1972,,2,U.S. Representative,Republican,LA,4,01/20/2017,01/03/2025,Southern Baptist,White,Professional degree,Law,,,,,,,,115,,,,,,,Johnson,,,
,Ron,,,,04/08/1955,,2,U.S. Senator,Republican,WI,,01/03/2011,01/03/2029,Lutheran,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Johnson,,,
,Sam,,,,10/11/1930,05/27/2020,2,U.S. Representative,Republican,TX,3,05/08/1991,01/03/2019,Methodist,White,Bachelor's degree,Construction/building trades,Military,,,,Air Force,,,115,,,,,,,Johnson,,,
,Brenda,,,,10/24/1959,,1,U.S. Representative,Democrat,MI,13,11/29/2018,01/03/2019,Not specified,African American,Bachelor's degree,,,,,,,,,115,,,,,,,Jones,,,
,Doug,,,,05/04/1954,,2,U.S. Senator,Democrat,AL,,01/03/2018,01/03/2021,Methodist,White,Professional degree,Construction/building trades,Law,,,,,,,115,,,,,,,Jones,,,
,Walter,Beaman,Jr.,,02/10/1943,02/10/2019,2,U.S. Representative,Republican,NC,3,01/04/1995,02/10/2019,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,National Guard-North Carolina,,,115,,,,,,,Jones,,,
,Jim,,,,02/17/1964,,2,U.S. Representative,Republican,OH,4,01/20/2007,01/03/2025,Christian,White,Professional degree,Sports,,,,,Did not serve,,,115,,,,,,,Jordan,,,
,David,,,,03/17/1957,,2,U.S. Representative,Republican,OH,14,01/20/2013,01/03/2025,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Joyce,,,
,Tim,,,,02/26/1958,,2,U.S. Senator,Democrat,VA,,01/20/2013,01/03/2025,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Kaine,,,
,Marcia,Carolyn,,Marcy,06/17/1946,,1,U.S. Representative,Democrat,OH,9,01/03/1983,01/03/2025,Roman Catholic,White,Master's degree,Public service/politics,,,,,Did not serve,,,115,,,,,,,Kaptur,,,
,John,,,,11/09/1962,,2,U.S. Representative,Republican,NY,24,01/20/2015,01/03/2023,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Katko,,,
,William,R.,,Bill,09/06/1952,,2,U.S. Representative,Democrat,MA,9,01/20/2013,01/03/2025,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Keating,,,
,Mike,,,,05/10/1948,,2,U.S. Representative,Republican,PA,3,01/03/2011,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Kelly,,,
,Robin,,,,04/30/1956,,1,U.S. Representative,Democrat,IL,2,04/09/2013,01/03/2025,Nondenominational,African American,Doctorate degree,Public service/politics,,,,,,,,115,,,,,,,Kelly,,,
,Trent,,,,03/06/1966,,2,U.S. Representative,Republican,MS,1,06/02/2015,01/03/2025,Christian,White,Professional degree,Law,,,,,Miss. National Guard,,,115,,,,,,,Kelly,,,
,John,,,,11/21/1951,,2,U.S. Senator,Republican,LA,,01/20/2017,01/03/2029,United Methodist,White,Professional degree,Law,Public service/politics,,,,,,,115,,,,,,,Kennedy,,,
,Joseph,Patrick,III,Joe,10/04/1980,,2,U.S. Representative,Democrat,MA,4,01/03/2013,01/03/2021,Roman Catholic,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,115,,,,,,,Kennedy,,,
,Ro,,,,09/13/1976,,2,U.S. Representative,Democrat,CA,17,01/20/2017,01/03/2025,Hindu,Asian American,Professional degree,Law,,,,,,,,115,,,,,,,Khanna,,,
,Ruben,,,,04/25/1980,,2,U.S. Representative,Democrat,NV,4,01/03/2017,01/03/2019,Roman Catholic,Hispanic,Professional degree,Congressional Aide,,,,,,,,115,,,,,,,Kihuen,,,
,Dan,,,,08/11/1958,,2,U.S. Representative,Democrat,MI,5,01/20/2013,01/03/2025,Roman Catholic,White,Bachelor's degree,Misc.,,,,,Did not serve,,,115,,,,,,,Kildee,,,
,Derek,,,,01/01/1974,,2,U.S. Representative,Democrat,WA,6,01/20/2013,01/03/2025,Methodist,White,Doctorate degree,Business or banking,Public service/politics,,,,Did not serve,,,115,,,,,,,Kilmer,,,
,Ron,,,,03/16/1963,,2,U.S. Representative,Democrat,WI,3,01/03/1997,01/03/2023,Lutheran,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Kind,,,
,Angus,,Jr.,,03/31/1944,,2,U.S. Senator,Independent,ME,,01/20/2013,01/03/2025,Episcopalian,White,Professional degree,Business or banking,Congressional Aide,Law,,,Did not serve,,,115,,,,,,,King,,,
,Peter,Thomas,,,04/05/1944,,2,U.S. Representative,Republican,NY,2,01/03/2013,01/03/2021,Roman Catholic,White,Professional degree,Law,,,,,National Guard,,,115,,,,,,,King,,,
,Steve,,,,05/28/1949,,2,U.S. Representative,Republican,IA,4,01/03/2013,01/03/2021,Roman Catholic,White,High School graduate,Business or banking,,,,,Did not serve,,,115,,,,,,,King,,,
,Adam,,,,02/27/1978,,2,U.S. Representative,Republican,IL,16,01/20/2013,01/03/2023,Protestant,White,Bachelor's degree,Military,,,,,U.S. Air Force,,,115,,,,,,,Kinzinger,,,
,Amy,,,,05/25/1960,,1,U.S. Senator,Democrat,MN,,01/20/2007,01/03/2025,Congregationalist,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Klobuchar,,,
,Steve,,,,12/17/1966,,2,U.S. Representative,Republican,CA,25,01/03/2015,01/03/2019,Roman Catholic,White,Associate degree,Law Enforcement,,,,,Army,Army Reserve,,115,,,,,,,Knight,,,
,Raja,,,,07/19/1974,,2,U.S. Representative,Democrat,IL,8,01/20/2017,01/03/2025,Hindu,Asian American,Professional degree,Engineering,,,,,,,,115,,,,,,,Krishnamoorthi,,,
,Ann,McLane,,,09/05/1956,,1,U.S. Representative,Democrat,NH,2,01/20/2013,01/03/2025,Christian,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,,115,,,,,,,Kuster,,,
,David,,,,10/08/1966,,2,U.S. Representative,Republican,TN,8,01/20/2017,01/03/2025,Jewish,White,Professional degree,Law,,,,,,,,115,,,,,,,Kustoff,,,
,Jon,Llewellyn,,,04/25/1942,,2,U.S. Senator,Republican,AZ,,09/05/2018,12/31/2018,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Kyl,,,
,Raul,R.,,,12/08/1967,,2,U.S. Representative,Republican,ID,1,01/03/2011,01/03/2019,Mormon,Hispanic,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Labrador,,,
,Darin,,,,07/05/1968,,2,U.S. Representative,Republican,IL,18,09/10/2015,01/03/2025,Roman Catholic,White,Professional degree,Law,,,,,,,,115,,,,,,,LaHood,,,
,Doug,,,,07/02/1960,,2,U.S. Representative,Republican,CA,1,01/20/2013,01/03/2025,Christian,White,Bachelor's degree,Agriculture,,,,,Did not serve,,,115,,,,,,,LaMalfa,,,
,Conor,James,,,06/27/1984,,2,U.S. Representative,Democrat,PA,18,03/13/2018,01/03/2019,Roman Catholic,White,Professional degree,Law,,,,,U.S. Marines,U.S. Marines Reserves,,115,,,,,,,Lamb,,,
,Doug,,,,05/24/1954,,2,U.S. Representative,Republican,CO,5,01/20/2007,01/03/2025,Christian,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Lamborn,,,
,Leonard,,,,06/25/1952,,2,U.S. Representative,Republican,NJ,7,01/06/2009,01/03/2019,Roman Catholic,White,Master's degree,Law,,,,,Did not serve,,,115,,,,,,,Lance,,,
,James,,,Jim,04/22/1964,,2,U.S. Representative,Democrat,RI,2,01/20/2001,01/03/2023,Roman Catholic,White,Master's degree,Public service/politics,,,,,Did not serve,,,115,,,,,,,Langevin,,,
,James,,,,03/04/1968,,2,U.S. Senator,Republican,OK,,01/20/2015,01/03/2023,Baptist,White,Master's degree,Clergy,,,,,Did not serve,,,115,,,,,,,Lankford,,,
,James,,,,03/04/1968,,2,U.S. Senator,Republican,OK,,01/20/2015,01/03/2029,Baptist,White,Master's degree,Clergy,,,,,Did not serve,,,115,,,,,,,Lankford,,,
,Rick,,,,06/15/1965,,2,U.S. Representative,Democrat,WA,2,01/20/2001,01/03/2025,Methodist,White,Master's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Larsen,,,
,John,B.,,,07/22/1948,,2,U.S. Representative,Democrat,CT,1,01/20/1999,01/03/2025,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Larson,,,
,Robert,E.,,Bob,04/18/1956,,2,U.S. Representative,Republican,OH,5,12/13/2007,01/03/2025,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Latta,,,
,Brenda,,,,10/18/1954,,1,U.S. Representative,Democrat,MI,14,01/20/2015,01/03/2023,Christian,African American,Bachelor's degree,Public service/politics,,,,,Did not serve,,,115,,,,,,,Lawrence,,,
,Al,,,,09/23/1948,,2,U.S. Representative,Democrat,FL,5,01/20/2017,01/03/2023,Episcopalian,African American,Master's degree,Business or banking,,,,,,,,115,,,,,,,Lawson,,,
,Patrick,Joseph,,,03/31/1940,,2,U.S. Senator,Democrat,VT,,01/14/1975,01/03/2023,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Leahy,,,
,Barbara,,,,07/16/1946,,1,U.S. Representative,Democrat,CA,13,01/20/2013,01/03/2025,Baptist,African American,Master's degree,Congressional Aide,Public service/politics,,,,Did not serve,,,115,,,,,,,Lee,,,
,Mike,,,,06/04/1971,,2,U.S. Senator,Republican,UT,,01/20/2011,01/03/2023,Mormon,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Lee,,,
,Mike,,,,06/04/1971,,2,U.S. Senator,Republican,UT,,01/20/2011,01/03/2029,Mormon,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Lee,,,
,Debbie,,,,11/14/1958,,1,U.S. Representative,Republican,AZ,8,05/07/2018,01/03/2025,Baptist,White,Bachelor's degree,Construction/building trades,,,,,,,,115,,,,,,,Lesko,,,
,Sander,Martin,,,09/06/1931,,2,U.S. Representative,Democrat,MI,9,01/03/2013,01/03/2019,Jewish,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Levin,,,
,Jason,,,,09/23/1955,,2,U.S. Representative,Republican,MN,2,01/03/2017,01/03/2019,Roman Catholic,White,Master's degree,Misc.,,,,,,,,115,,,,,,,Lewis,,,
,John,R.,,,02/21/1940,07/17/2020,2,U.S. Representative,Democrat,GA,5,01/06/1987,07/17/2020,Baptist,African American,Bachelor's degree,Public service/politics,,,,,Did not serve,,,115,,,,,,,Lewis,,,
,Ted,,,,03/29/1969,,2,U.S. Representative,Democrat,CA,33,01/20/2015,01/03/2025,Roman Catholic,Asian American,Professional degree,Law,,,,,Air Force,Air Force Reserve,,115,,,,,,,Lieu,,,
,Daniel,William,,,07/15/1966,,2,U.S. Representative,Democrat,IL,3,01/03/2005,01/03/2021,Roman Catholic,White,Doctorate degree,Congressional Aide,Education,,,,Did not serve,,,115,,,,,,,Lipinski,,,
,Frank,A.,,,05/12/1946,,2,U.S. Representative,Republican,NJ,2,01/04/1995,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,LoBiondo,,,
,David,,,Dave,12/23/1952,,2,U.S. Representative,Democrat,IA,2,01/03/2007,01/03/2021,Methodist,White,Doctorate degree,Education,,,,,Did not serve,,,115,,,,,,,Loebsack,,,
,Zoe,,,,12/21/1947,,1,U.S. Representative,Democrat,CA,19,01/20/2013,01/03/2025,Protestant,White,Professional degree,Education,Law,Public service/politics,,,Did not serve,,,115,,,,,,,Lofgren,,,
,Billy,,,,08/11/1955,,2,U.S. Representative,Republican,MO,7,01/20/2011,01/03/2023,Presbyterian,White,High School graduate,Real Estate,,,,,Did not serve,,,115,,,,,,,Long,,,
,Barry,,,,12/22/1963,,2,U.S. Representative,Republican,GA,11,01/20/2015,01/03/2025,Baptist,White,Bachelor's degree,Computers/technology,Construction/building trades,,,,Air Force,,,115,,,,,,,Loudermilk,,,
,Mia,,,,12/06/1975,,1,U.S. Representative,Republican,UT,4,01/03/2015,01/03/2019,Mormon,African American,Bachelor's degree,Misc.,,,,,Did not serve,,,115,,,,,,,Love,,,
,Alan,,,,03/08/1941,,2,U.S. Representative,Democrat,CA,47,01/20/2013,01/03/2023,Jewish,White,Doctorate degree,Education,Medicine,,,,Did not serve,,,115,,,,,,,Lowenthal,,,
,Nita,M.,,,07/05/1937,,1,U.S. Representative,Democrat,NY,17,01/03/2013,01/03/2021,Jewish,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,115,,,,,,,Lowey,,,
,Frank,Dean,,,01/06/1960,,2,U.S. Representative,Republican,OK,3,01/20/2003,01/03/2025,Baptist,White,Bachelor's degree,Agriculture,,,,,Did not serve,,,115,,,,,,,Lucas,,,
,Blaine,,,,05/07/1952,,2,U.S. Representative,Republican,MO,3,01/20/2013,01/03/2025,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Luetkemeyer,,,
,Ben,R.,,,06/07/1972,,2,U.S. Representative,Democrat,NM,3,01/20/2009,01/03/2021,Roman Catholic,Hispanic,Bachelor's degree,Public service/politics,,,,,Did not serve,,,115,,,,,,,Luján,,,
,Stephen,F.,,,03/31/1955,,2,U.S. Representative,Democrat,MA,8,01/20/2013,01/03/2025,Roman Catholic,White,Professional degree,Law,Misc.,,,,Did not serve,,,115,,,,,,,Lynch,,,
,Tom,,,,10/16/1960,,2,U.S. Representative,Republican,NJ,3,01/03/2015,01/03/2019,Episcopalian,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,115,,,,,,,MacArthur,,,
,Carolyn,B.,,,02/19/1948,,1,U.S. Representative,Democrat,NY,12,01/20/2013,01/03/2023,Presbyterian,White,Bachelor's degree,Education,Public service/politics,,,,Did not serve,,,115,,,,,,,Maloney,,,
,Sean,Patrick,,,07/30/1966,,2,U.S. Representative,Democrat,NY,18,01/20/2013,01/03/2023,Roman Catholic,White,Professional degree,Business or banking,Law,Public service/politics,,,Did not serve,,,115,,,,,,,Maloney,,,
,Joe,,III,,08/24/1947,,2,U.S. Senator,Democrat,WV,,01/20/2013,01/03/2025,Roman Catholic,White,Bachelor's degree,Misc.,,,,,Did not serve,,,115,,,,,,,Manchin,,,
,Kenny,Ewell,,,02/23/1951,,2,U.S. Representative,Republican,TX,24,01/03/2005,01/03/2021,Nazarene,White,Bachelor's degree,Real Estate,,,,,Did not serve,,,115,,,,,,,Marchant,,,
,Thomas,Anthony,,,08/13/1962,,2,U.S. Representative,Republican,PA,10,01/03/2011,01/03/2019,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Marino,,,
,Edward,J.,,,07/11/1946,,2,U.S. Senator,Democrat,MA,,07/16/2013,01/03/2027,Roman Catholic,White,Professional degree,Law,,,,,Army Reserve,,,115,,,,,,,Markey,,,
,Roger,,,,08/09/1960,,2,U.S. Representative,Republican,KS,1,01/20/2017,01/03/2021,Nondenominational,White,Professional degree,Medicine,,,,,Army Reserve,,,115,,,,,,,Marshall,,,
,Thomas,,,,01/13/1971,,2,U.S. Representative,Republican,KY,4,11/06/2012,01/03/2025,Methodist,White,Master's degree,Agriculture,Business or banking,,,,Did not serve,,,115,,,,,,,Massie,,,
,Brian,,,,07/10/1980,,2,U.S. Representative,Republican,FL,18,01/20/2017,01/03/2025,Christian,White,Bachelor's degree,Public service/politics,,,,,Army,,,115,,,,,,,Mast,,,
,Doris,,,,09/25/1944,,1,U.S. Representative,Democrat,CA,6,01/20/2013,01/03/2025,Methodist,Asian American,Bachelor's degree,Public service/politics,,,,,Did not serve,,,115,,,,,,,Matsui,,,
,John,Sidney,III,,08/29/1936,08/25/2018,2,U.S. Senator,Republican,AZ,,01/06/1987,08/25/2018,Episcopalian,White,Bachelor's degree,Business or banking,Military,,,,Navy,,,115,,,,,,,McCain,,,
,Kevin,,,,01/26/1965,,2,U.S. Representative,Republican,CA,23,01/20/2013,12/31/2023,Baptist,White,Master's degree,Congressional Aide,,,,,Did not serve,,,115,,,,,,,McCarthy,,,
,Claire,,,,07/24/1953,,1,U.S. Senator,Democrat,MO,,01/03/2007,01/03/2019,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,McCaskill,,,
,Michael,,,,01/14/1962,,2,U.S. Representative,Republican,TX,10,01/20/2005,01/03/2025,Roman Catholic,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,115,,,,,,,McCaul,,,
,Tom,,,,07/10/1956,,2,U.S. Representative,Republican,CA,4,01/06/2009,01/03/2025,Baptist,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,115,,,,,,,McClintock,,,
,Betty,,,,07/12/1954,,1,U.S. Representative,Democrat,MN,4,01/20/2001,01/03/2025,Roman Catholic,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,115,,,,,,,McCollum,,,
,Addison,Mitchell,,Mitch,02/20/1942,,2,U.S. Senator,Republican,KY,,01/03/1985,01/03/2027,Baptist,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,,115,,,,,,,McConnell,,,
,A.,Donald,,,10/10/1961,11/28/2022,2,U.S. Representative,Democrat,VA,4,01/20/2017,11/28/2022,Baptist,African American,Professional degree,Law,,,,,,,,115,,,,,,,McEachin,,,
,James,P.,,Jim,11/20/1959,,2,U.S. Representative,Democrat,MA,2,01/20/2013,01/03/2025,Roman Catholic,White,Master's degree,Congressional Aide,,,,,Did not serve,,,115,,,,,,,McGovern,,,
,Patrick,T.,,,10/22/1975,,2,U.S. Representative,Republican,NC,10,01/20/2005,01/03/2025,Roman Catholic,White,Bachelor's degree,Law Enforcement,Real Estate,,,,Did not serve,,,115,,,,,,,McHenry,,,
,David,B.,,,03/28/1947,,2,U.S. Representative,Republican,WV,1,01/03/2011,01/03/2023,Episcopalian,White,Bachelor's degree,Engineering,,,,,Did not serve,,,115,,,,,,,McKinley,,,
,Cathy,,,,05/22/1969,,1,U.S. Representative,Republican,WA,5,01/20/2005,01/03/2025,Christian,White,Master's degree,Agriculture,Public service/politics,,,,Did not serve,,,115,,,,,,,McMorris Rodgers,,,
,Jerry,,,,06/18/1951,,2,U.S. Representative,Democrat,CA,9,01/20/2013,01/03/2023,Roman Catholic,White,Doctorate degree,Engineering,,,,,Did not serve,,,115,,,,,,,McNerney,,,
,Martha,E.,,,03/22/1966,,1,U.S. Representative,Republican,AZ,2,01/03/2015,01/03/2019,Christian,White,Master's degree,Education,Military,,,,Air Force,,,115,,,,,,,McSally,,,
,Martha,E.,,,03/22/1966,,1,U.S. Senator,Republican,AZ,,01/03/2019,12/02/2020,Christian,White,Master's degree,Education,Military,,,,Air Force,,,115,,,,,,,McSally,,,
,Mark,Randall,,,07/28/1959,,2,U.S. Representative,Republican,NC,11,01/03/2013,03/30/2020,Baptist,White,Associate degree,Real Estate,,,,,Did not serve,,,115,,,,,,,Meadows,,,
,Pat,,,,10/20/1955,,2,U.S. Representative,Republican,PA,7,01/03/2011,04/27/2018,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Meehan,,,
,Gregory,,,,09/25/1953,,2,U.S. Representative,Democrat,NY,5,01/20/2013,01/03/2025,Baptist,African American,Professional degree,Law,Public service/politics,,,,Did not serve,,,115,,,,,,,Meeks,,,
,Robert,,,,01/01/1954,,2,U.S. Senator,Democrat,NJ,,01/17/2006,01/03/2025,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Menendez,,,
,Grace,,,,10/01/1975,,1,U.S. Representative,Democrat,NY,6,01/20/2013,01/03/2025,Christian,Asian American,Professional degree,Law,Public service/politics,,,,Did not serve,,,115,,,,,,,Meng,,,
,Jeff,,,,10/24/1956,,2,U.S. Senator,Democrat,OR,,01/20/2009,01/03/2027,Lutheran,White,Master's degree,Public service/politics,,,,,Did not serve,,,115,,,,,,,Merkley,,,
,Luke,,,,02/27/1969,,2,U.S. Representative,Republican,IN,6,01/03/2013,01/03/2019,Presbyterian,White,Professional degree,Congressional Aide,Law,Public service/politics,,,Did not serve,,,115,,,,,,,Messer,,,
,Paul,,,,11/14/1956,,2,U.S. Representative,Republican,MI,10,01/03/2017,12/14/2020,Protestant,White,Bachelor's degree,Business or banking,,,,,,,,115,,,,,,,Mitchell,,,
,John,,,,05/08/1961,,2,U.S. Representative,Republican,MI,4,01/20/2015,01/03/2025,Christian,White,Master's degree,Education,Misc.,,,,Did not serve,,,115,,,,,,,Moolenaar,,,
,Alex,X.,,,06/07/1971,,2,U.S. Representative,Republican,WV,2,01/20/2015,01/03/2025,Roman Catholic,Hispanic,Bachelor's degree,Public service/politics,,,,,Did not serve,,,115,,,,,,,Mooney,,,
,Gwendolynne,,,Gwen,04/18/1951,,1,U.S. Representative,Democrat,WI,4,01/20/2005,01/03/2025,Baptist,African American,Bachelor's degree,Public service/politics,,,,,Did not serve,,,115,,,,,,,Moore,,,
,Jerry,,,,05/29/1954,,2,U.S. Senator,Republican,KS,,01/20/2011,01/03/2023,Methodist,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,115,,,,,,,Moran,,,
,Jerry,,,,05/29/1954,,2,U.S. Senator,Republican,KS,,01/20/2011,01/03/2029,Methodist,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,115,,,,,,,Moran,,,
,Joseph,D.,,,04/29/1957,,2,U.S. Representative,Democrat,NY,25,11/13/2018,01/03/2023,Roman Catholic,White,Bachelor's degree,,,,,,,,,115,,,,,,,Morelle,,,
,Joseph,D.,,,04/29/1957,,2,U.S. Representative,Democrat,NY,25,11/13/2018,01/03/2025,Roman Catholic,White,Bachelor's degree,Computers/technology,,,,,,,,115,,,,,,,Morelle,,,
,Seth,W.,,,10/24/1978,,2,U.S. Representative,Democrat,MA,6,01/20/2015,01/03/2025,Christian,White,Master's degree,Business or banking,,,,,Marine Corps,,,115,,,,,,,Moulton,,,
,Markwayne,,,,06/26/1977,,2,U.S. Representative,Republican,OK,2,01/20/2013,01/03/2023,Pentecostal,Native American,Associate degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Mullin,,,
,Markwayne,,,,06/26/1977,,2,U.S. Representative,Republican,OK,2,01/20/2013,01/03/2029,Pentecostal,Native American,Associate degree,Business or banking,,,,,Did not serve,,,115,,,,,,,Mullin,,,
,Mick,,,,07/21/1967,,2,U.S. Representative,Republican,SC,5,01/03/2011,02/16/2017,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Mulvaney,,,
,Lisa,,,,05/22/1957,,1,U.S. Senator,Republican,AK,,12/20/2002,01/03/2023,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Murkowski,,,
,Lisa,,,,05/22/1957,,1,U.S. Senator,Republican,AK,,12/20/2002,01/03/2029,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Murkowski,,,
,Christopher,S.,,,08/03/1973,,2,U.S. Senator,Democrat,CT,,01/20/2013,01/03/2025,Protestant,White,Professional degree,Law,,,,,Did not serve,,,115,,,,,,,Murphy,,,
,Stephanie,,,,09/16/1978,,1,U.S. Representative,Democrat,FL,7,01/20/2017,01/03/2023,Christian,Asian American,Master's degree,Business or banking,,,,,,,,115,,,,,,,Murphy,,,
,Timothy,,,Tim,09/12/1952,,2,U.S. Representative,Republican,PA,18,01/03/2003,10/21/2017,Roman Catholic,White,Doctorate degree,Medicine,,,,,Did not serve,,,115,,,,,,,Murphy,,,
,Patty,,,,10/11/1950,,1,U.S. Senator,Democrat,WA,,01/05/1993,01/03/2023,Roman Catholic,White,Bachelor's degree,Education,,,,,Did not serve,,,115,,,,,,,Murray,,,
